index	start	end	alignment-start	alignment-end
63	00:04:56.850	00:04:59.220	3701	3755
64	00:04:59.230	00:05:02.300	3756	3825
65	00:05:02.310	00:05:06.270	3826	3884
66	00:05:06.280	00:05:09.790	3885	3935
67	00:05:09.800	00:05:15.180	3936	4002
68	00:05:15.190	00:05:18.100	4003	4040
69	00:05:18.110	00:05:20.550	4041	4090
70	00:05:20.560	00:05:23.670	4091	4149
71	00:05:23.680	00:05:29.330	4150	4212
72	00:05:29.340	00:05:31.640	4213	4266
73	00:05:31.650	00:05:35.470	4267	4335
74	00:05:35.480	00:05:38.360	4336	4386
75	00:05:38.370	00:05:41.990	4387	4435
76	00:05:42.000	00:05:47.060	4436	4506
77	00:05:47.070	00:05:50.670	4507	4565
78	00:05:50.680	00:05:54.010	4566	4619
79	00:05:54.020	00:05:58.380	4620	4669
80	00:05:58.390	00:06:03.250	4670	4728
81	00:06:03.260	00:06:06.180	4729	4795
82	00:06:06.190	00:06:09.610	4796	4863
83	00:06:09.620	00:06:14.550	4864	4923
84	00:06:14.560	00:06:18.570	4924	4984
85	00:06:18.580	00:06:20.840	4985	5038
86	00:06:20.850	00:06:23.780	5039	5097
87	00:06:23.790	00:06:25.830	5098	5142
88	00:06:25.840	00:06:28.460	5143	5197
89	00:06:28.470	00:06:31.120	5198	5269
90	00:06:31.130	00:06:35.650	5270	5350
91	00:06:35.660	00:06:40.550	5351	5402
92	00:06:40.560	00:06:43.370	5403	5454
93	00:06:43.380	00:06:48.470	5455	5521
94	00:06:48.480	00:06:51.440	5522	5571
95	00:06:51.450	00:06:55.560	5572	5631
96	00:06:55.570	00:06:59.500	5632	5688
97	00:06:59.510	00:07:04.740	5689	5755
98	00:07:04.750	00:07:07.830	5756	5812
99	00:07:07.840	00:07:11.900	5813	5859
100	00:07:11.910	00:07:16.980	5860	5918
101	00:07:16.990	00:07:21.230	5919	5985
102	00:07:21.240	00:07:23.920	5986	6045
103	00:07:23.930	00:07:27.120	6046	6107
104	00:07:27.130	00:07:29.180	6108	6150
105	00:07:29.190	00:07:31.640	6151	6204
106	00:07:31.650	00:07:34.480	6205	6262
107	00:07:34.490	00:07:37.180	6263	6317
108	00:07:37.190	00:07:40.400	6318	6385
109	00:07:40.410	00:07:44.600	6386	6465
110	00:07:44.610	00:07:47.570	6466	6521
111	00:07:47.580	00:07:49.960	6522	6563
112	00:07:49.970	00:07:53.630	6564	6614
113	00:07:53.640	00:07:56.820	6615	6658
114	00:07:56.830	00:07:59.490	6659	6697
115	00:07:59.500	00:08:03.170	6698	6757
116	00:08:03.180	00:08:05.720	6758	6803
117	00:08:05.730	00:08:08.630	6804	6858
118	00:08:08.640	00:08:12.230	6859	6915
119	00:08:12.240	00:08:14.920	6916	6962
120	00:08:14.930	00:08:18.410	6963	7007
121	00:08:18.420	00:08:21.150	7008	7055
122	00:08:21.160	00:08:26.090	7056	7130
123	00:08:26.100	00:08:27.990	7131	7199
124	00:08:28.000	00:08:32.240	7200	7263
125	00:08:32.250	00:08:36.520	7264	7332
126	00:08:36.530	00:08:40.640	7333	7389
127	00:08:40.650	00:08:45.210	7390	7442
128	00:08:45.220	00:08:48.310	7443	7498
129	00:08:48.320	00:08:50.280	7499	7565
130	00:08:50.290	00:08:50.850	7566	7629
131	00:08:50.860	00:08:54.090	7630	7676
132	00:08:54.100	00:08:57.580	7677	7732
133	00:08:57.590	00:09:00.690	7733	7784
134	00:09:00.700	00:09:03.790	7785	7836
135	00:09:03.800	00:09:09.600	7837	7887
136	00:09:09.610	00:09:13.210	7888	7939
137	00:09:13.220	00:09:16.400	7940	8007
138	00:09:16.410	00:09:19.170	8008	8069
139	00:09:19.180	00:09:20.980	8070	8139
140	00:09:20.990	00:09:25.430	8140	8194
141	00:09:25.440	00:09:28.660	8195	8251
142	00:09:28.670	00:09:32.570	8252	8303
143	00:09:32.580	00:09:36.650	8304	8360
144	00:09:36.660	00:09:41.540	8361	8426
145	00:09:41.550	00:09:44.530	8427	8494
146	00:09:44.540	00:09:46.860	8495	8551
147	00:09:46.870	00:09:49.090	8552	8616
148	00:09:49.100	00:09:51.530	8617	8663
149	00:09:51.540	00:09:54.670	8664	8722
150	00:09:54.680	00:09:58.650	8723	8781
151	00:09:58.660	00:10:00.960	8782	8829
152	00:10:00.970	00:10:04.690	8830	8885
153	00:10:04.700	00:10:06.780	8886	8937
154	00:10:06.790	00:10:09.860	8938	9007
155	00:10:09.870	00:10:14.420	9008	9064
156	00:10:14.430	00:10:17.330	9065	9109
157	00:10:17.340	00:10:21.260	9110	9182
158	00:10:21.270	00:10:24.280	9183	9237
159	00:10:24.290	00:10:28.350	9238	9281
160	00:10:28.360	00:10:32.440	9282	9334
161	00:10:32.450	00:10:35.400	9335	9382
162	00:10:35.410	00:10:38.800	9383	9435
163	00:10:38.810	00:10:41.780	9436	9492
164	00:10:41.790	00:10:45.340	9493	9557
165	00:10:45.350	00:10:49.260	9558	9608
166	00:10:49.270	00:10:52.090	9609	9670
167	00:10:52.100	00:10:55.430	9671	9738
168	00:10:55.440	00:10:57.650	9739	9783
169	00:10:57.660	00:11:00.710	9784	9845
170	00:11:00.720	00:11:03.340	9846	9891
171	00:11:03.350	00:11:07.570	9892	9946
172	00:11:07.580	00:11:11.070	9947	10005
173	00:11:11.080	00:11:14.990	10006	10077
174	00:11:15.000	00:11:16.940	10078	10142
175	00:11:16.950	00:11:18.400	10143	10204
176	00:11:18.410	00:11:23.550	10205	10261
177	00:11:23.560	00:11:26.390	10262	10313
178	00:11:26.400	00:11:28.970	10314	10367
179	00:11:28.980	00:11:31.740	10368	10416
180	00:11:31.750	00:11:34.120	10417	10474
181	00:11:34.130	00:11:37.490	10475	10526
182	00:11:37.500	00:11:40.890	10527	10580
183	00:11:40.900	00:11:44.250	10581	10631
184	00:11:44.260	00:11:46.990	10632	10695
185	00:11:47.000	00:11:50.510	10696	10788
186	00:11:50.520	00:11:53.060	10789	10878
187	00:11:53.070	00:11:56.960	10879	10944
188	00:11:56.970	00:11:59.760	10945	11003
189	00:11:59.770	00:12:02.240	11004	11048
190	00:12:02.250	00:12:05.200	11049	11094
191	00:12:05.210	00:12:07.380	11095	11138
192	00:12:07.390	00:12:12.520	11139	11203
193	00:12:12.530	00:12:14.220	11204	11256
194	00:12:14.230	00:12:16.500	11257	11305
195	00:12:16.510	00:12:18.920	11306	11345
196	00:12:18.930	00:12:22.550	11346	11417
197	00:12:22.560	00:12:27.290	11418	11482
198	00:12:27.300	00:12:31.500	11483	11542
199	00:12:31.510	00:12:34.720	11543	11595
200	00:12:34.730	00:12:38.210	11596	11652
201	00:12:38.220	00:12:42.960	11653	11723
202	00:12:42.970	00:12:44.300	11724	11770
203	00:12:44.310	00:12:47.750	11771	11855
204	00:12:47.760	00:12:50.560	11856	11916
205	00:12:50.570	00:12:54.400	11917	11988
206	00:12:54.410	00:12:56.990	11989	12046
207	00:12:57.000	00:12:59.900	12047	12112
208	00:12:59.910	00:13:03.470	12113	12170
209	00:13:03.480	00:13:07.250	12171	12244
210	00:13:07.260	00:13:09.720	12245	12293
211	00:13:09.730	00:13:12.100	12294	12355
212	00:13:12.110	00:13:17.650	12356	12414
213	00:13:17.660	00:13:22.320	12415	12473
214	00:13:22.330	00:13:26.220	12474	12519
215	00:13:26.230	00:13:28.950	12520	12576
216	00:13:28.960	00:13:31.840	12577	12626
217	00:13:31.850	00:13:36.430	12627	12676
218	00:13:36.440	00:13:40.030	12677	12734
219	00:13:40.040	00:13:42.920	12735	12785
220	00:13:42.930	00:13:48.420	12786	12845
221	00:13:48.430	00:13:50.340	12846	12891
222	00:13:50.350	00:13:55.070	12892	12970
223	00:13:55.080	00:13:59.380	12971	13040
224	00:13:59.390	00:14:02.560	13041	13110
225	00:14:02.570	00:14:05.080	13111	13169
226	00:14:05.090	00:14:08.920	13170	13234
227	00:14:08.930	00:14:12.280	13235	13294
228	00:14:12.290	00:14:15.830	13295	13350
229	00:14:15.840	00:14:19.640	13351	13402
230	00:14:19.650	00:14:23.590	13403	13451
231	00:14:23.600	00:14:28.010	13452	13503
232	00:14:28.020	00:14:31.750	13504	13558
233	00:14:31.760	00:14:36.370	13559	13633
234	00:14:36.380	00:14:38.810	13634	13679
235	00:14:38.820	00:14:41.340	13680	13728
236	00:14:41.350	00:14:45.840	13729	13774
237	00:14:45.850	00:14:49.110	13775	13838
238	00:14:49.120	00:14:53.210	13839	13905
239	00:14:53.220	00:14:56.910	13906	13960
240	00:14:56.920	00:14:59.740	13961	14017
241	00:14:59.750	00:15:02.540	14018	14082
242	00:15:02.550	00:15:06.680	14083	14147
243	00:15:06.690	00:15:09.570	14148	14209
244	00:15:09.580	00:15:14.060	14210	14275
245	00:15:14.070	00:15:17.720	14276	14342
246	00:15:17.730	00:15:20.050	14343	14389
247	00:15:20.060	00:15:25.260	14390	14446
248	00:15:25.270	00:15:28.410	14447	14501
249	00:15:28.420	00:15:32.700	14502	14556
250	00:15:32.710	00:15:35.510	14557	14622
251	00:15:35.520	00:15:39.460	14623	14671
252	00:15:39.470	00:15:44.490	14672	14732
253	00:15:44.500	00:15:47.910	14733	14792
254	00:15:47.920	00:15:51.290	14793	14835
255	00:15:51.300	00:15:54.130	14836	14896
256	00:15:54.140	00:15:57.450	14897	14950
257	00:15:57.460	00:16:00.080	14951	15014
258	00:16:00.090	00:16:03.750	15015	15065
259	00:16:03.760	00:16:07.830	15066	15121
260	00:16:07.840	00:16:10.700	15122	15171
261	00:16:10.710	00:16:13.020	15172	15235
262	00:16:13.030	00:16:15.630	15236	15279
263	00:16:15.640	00:16:20.270	15280	15341
264	00:16:20.280	00:16:23.850	15342	15399
265	00:16:23.860	00:16:27.640	15400	15454
266	00:16:27.650	00:16:31.360	15455	15513
267	00:16:31.370	00:16:33.450	15514	15567
268	00:16:33.460	00:16:37.060	15568	15626
269	00:16:37.070	00:16:40.640	15627	15668
270	00:16:40.650	00:16:43.000	15669	15723
271	00:16:43.010	00:16:46.640	15724	15776
272	00:16:46.650	00:16:50.490	15777	15842
273	00:16:50.500	00:16:53.580	15843	15896
274	00:16:53.590	00:16:57.900	15897	15969
275	00:16:57.910	00:17:00.930	15970	16023
276	00:17:00.940	00:17:03.610	16024	16089
277	00:17:03.620	00:17:06.000	16090	16134
278	00:17:06.010	00:17:09.770	16135	16192
279	00:17:09.780	00:17:12.680	16193	16246
280	00:17:12.690	00:17:17.990	16247	16307
281	00:17:18.000	00:17:20.800	16308	16361
282	00:17:20.810	00:17:23.880	16362	16420
283	00:17:23.890	00:17:27.930	16421	16480
284	00:17:27.940	00:17:31.280	16481	16536
285	00:17:31.290	00:17:34.610	16537	16596
286	00:17:34.620	00:17:38.450	16597	16653
287	00:17:38.460	00:17:41.660	16654	16714
288	00:17:41.670	00:17:45.250	16715	16771
289	00:17:45.260	00:17:48.250	16772	16828
290	00:17:48.260	00:17:52.650	16829	16893
291	00:17:52.660	00:17:56.520	16894	16954
292	00:17:56.530	00:17:59.880	16955	17011
293	00:17:59.890	00:18:03.250	17012	17087
294	00:18:03.260	00:18:06.380	17088	17146
295	00:18:06.390	00:18:08.720	17147	17202
296	00:18:08.730	00:18:11.460	17203	17259
297	00:18:11.470	00:18:14.970	17260	17319
298	00:18:14.980	00:18:18.330	17320	17388
299	00:18:18.340	00:18:21.440	17389	17452
300	00:18:21.450	00:18:24.580	17453	17516
301	00:18:24.590	00:18:28.810	17517	17580
302	00:18:28.820	00:18:33.290	17581	17637
303	00:18:33.300	00:18:37.570	17638	17694
304	00:18:37.580	00:18:40.470	17695	17754
305	00:18:40.480	00:18:43.670	17755	17814
306	00:18:43.680	00:18:48.280	17815	17884
307	00:18:48.290	00:18:52.290	17885	17937
308	00:18:52.300	00:18:56.310	17938	18005
309	00:18:56.320	00:18:59.530	18006	18074
310	00:18:59.540	00:19:02.340	18075	18121
311	00:19:02.350	00:19:05.160	18122	18178
312	00:19:05.170	00:19:07.270	18179	18236
313	00:19:07.280	00:19:09.610	18237	18286
314	00:19:09.620	00:19:13.740	18287	18334
315	00:19:13.750	00:19:16.120	18335	18382
316	00:19:16.130	00:19:18.500	18383	18436
317	00:19:18.510	00:19:22.930	18437	18510
318	00:19:22.940	00:19:26.430	18511	18570
319	00:19:26.440	00:19:31.920	18571	18644
320	00:19:31.930	00:19:33.790	18645	18686
321	00:19:33.800	00:19:36.300	18687	18744
322	00:19:36.310	00:19:38.330	18745	18791
323	00:19:38.340	00:19:40.890	18792	18840
324	00:19:40.900	00:19:43.350	18841	18894
325	00:19:43.360	00:19:46.550	18895	18961
326	00:19:46.560	00:19:48.150	18962	19000
327	00:19:48.160	00:19:50.030	19001	19046
328	00:19:50.040	00:19:52.140	19047	19110
329	00:19:52.150	00:19:55.290	19111	19175
330	00:19:55.300	00:19:57.740	19176	19230
331	00:19:57.750	00:20:00.210	19231	19286
332	00:20:00.220	00:20:04.390	19287	19360
333	00:20:04.400	00:20:07.090	19361	19415
334	00:20:07.100	00:20:09.030	19416	19467
335	00:20:09.040	00:20:12.240	19468	19534
336	00:20:12.250	00:20:15.920	19535	19610
337	00:20:15.930	00:20:18.790	19611	19664
338	00:20:18.800	00:20:21.050	19665	19720
339	00:20:21.060	00:20:23.520	19721	19772
340	00:20:23.530	00:20:25.690	19773	19814
341	00:20:25.700	00:20:28.910	19815	19874
342	00:20:28.920	00:20:32.170	19875	19934
343	00:20:32.180	00:20:34.600	19935	19982
344	00:20:34.610	00:20:37.110	19983	20062
345	00:20:37.120	00:20:40.720	20063	20121
346	00:20:40.730	00:20:43.780	20122	20172
347	00:20:43.790	00:20:48.100	20173	20218
348	00:20:48.110	00:20:50.080	20219	20271
349	00:20:50.090	00:20:52.550	20272	20317
350	00:20:52.560	00:20:55.550	20318	20372
351	00:20:55.560	00:20:58.940	20373	20426
352	00:20:58.950	00:21:02.880	20427	20482
353	00:21:02.890	00:21:06.310	20483	20533
354	00:21:06.320	00:21:09.890	20534	20582
355	00:21:09.900	00:21:12.650	20583	20643
356	00:21:12.660	00:21:17.210	20644	20718
357	00:21:17.220	00:21:19.820	20719	20768
358	00:21:19.830	00:21:23.550	20769	20826
359	00:21:23.560	00:21:26.140	20827	20889
360	00:21:26.150	00:21:28.550	20890	20938
361	00:21:28.560	00:21:31.320	20939	21009
362	00:21:31.330	00:21:34.150	21010	21076
363	00:21:34.160	00:21:36.820	21077	21124
364	00:21:36.830	00:21:40.190	21125	21174
365	00:21:40.200	00:21:42.000	21175	21225
366	00:21:42.010	00:21:42.990	21226	21268
367	00:21:43.000	00:21:44.440	21269	21318
368	00:21:44.450	00:21:47.180	21319	21379
369	00:21:47.190	00:21:51.320	21380	21450
370	00:21:51.330	00:21:55.590	21451	21517
371	00:21:55.600	00:21:58.470	21518	21572
372	00:21:58.480	00:22:01.430	21573	21636
373	00:22:01.440	00:22:04.060	21637	21681
374	00:22:04.070	00:22:06.900	21682	21737
375	00:22:06.910	00:22:08.480	21738	21783
376	00:22:08.490	00:22:11.040	21784	21824
377	00:22:11.050	00:22:14.580	21825	21882
378	00:22:14.590	00:22:18.810	21883	21939
379	00:22:18.820	00:22:21.460	21940	21997
380	00:22:21.470	00:22:25.030	21998	22048
381	00:22:25.040	00:22:28.300	22049	22104
382	00:22:28.310	00:22:31.520	22105	22160
383	00:22:31.530	00:22:34.160	22161	22212
384	00:22:34.170	00:22:36.460	22213	22260
385	00:22:36.470	00:22:38.170	22261	22321
386	00:22:38.180	00:22:41.930	22322	22395
387	00:22:41.940	00:22:44.840	22396	22462
388	00:22:44.850	00:22:46.330	22463	22530
389	00:22:46.340	00:22:49.140	22531	22591
390	00:22:49.150	00:22:52.860	22592	22663
391	00:22:52.870	00:22:55.640	22664	22724
392	00:22:55.650	00:22:58.420	22725	22798
393	00:22:58.430	00:23:01.600	22799	22856
394	00:23:01.610	00:23:07.790	22857	22910
395	00:23:07.800	00:23:12.040	22911	22959
396	00:23:12.050	00:23:14.540	22960	23008
397	00:23:14.550	00:23:17.520	23009	23062
398	00:23:17.530	00:23:19.920	23063	23109
399	00:23:19.930	00:23:23.130	23110	23163
400	00:23:23.140	00:23:25.820	23164	23215
401	00:23:25.830	00:23:30.900	23216	23277
402	00:23:30.910	00:23:33.340	23278	23335
403	00:23:33.350	00:23:37.340	23336	23397
404	00:23:37.350	00:23:39.960	23398	23455
405	00:23:39.970	00:23:44.440	23456	23503
406	00:23:44.450	00:23:48.420	23504	23563
407	00:23:48.430	00:23:52.700	23564	23611
408	00:23:52.710	00:23:57.570	23612	23669
409	00:23:57.580	00:23:59.890	23670	23711
410	00:23:59.900	00:24:02.370	23712	23766
411	00:24:02.380	00:24:05.080	23767	23823
412	00:24:05.090	00:24:07.220	23824	23874
413	00:24:07.230	00:24:07.860	23875	23932
414	00:24:07.870	00:24:11.080	23933	23985
415	00:24:11.090	00:24:13.260	23986	24041
416	00:24:13.270	00:24:15.980	24042	24102
417	00:24:15.990	00:24:20.100	24103	24165
418	00:24:20.110	00:24:24.130	24166	24231
419	00:24:24.140	00:24:29.470	24232	24301
420	00:24:29.480	00:24:33.950	24302	24362
421	00:24:33.960	00:24:38.200	24363	24429
422	00:24:38.210	00:24:41.470	24430	24484
423	00:24:41.480	00:24:44.640	24485	24538
424	00:24:44.650	00:24:48.590	24539	24613
425	00:24:48.600	00:24:52.090	24614	24675
426	00:24:52.100	00:24:55.360	24676	24724
427	00:24:55.370	00:25:00.480	24725	24786
428	00:25:00.490	00:25:03.610	24787	24831
429	00:25:03.620	00:25:06.350	24832	24879
430	00:25:06.360	00:25:10.550	24880	24927
431	00:25:10.560	00:25:17.670	24928	24987
432	00:25:17.680	00:25:21.140	24988	25043
433	00:25:21.150	00:25:25.430	25044	25112
434	00:25:25.440	00:25:27.560	25113	25164
435	00:25:27.570	00:25:30.490	25165	25226
436	00:25:30.500	00:25:34.170	25227	25307
437	00:25:34.180	00:25:38.400	25308	25369
438	00:25:38.410	00:25:41.320	25370	25415
439	00:25:41.330	00:25:43.630	25416	25468
440	00:25:43.640	00:25:46.480	25469	25524
441	00:25:46.490	00:25:48.880	25525	25576
442	00:25:48.890	00:25:51.670	25577	25635
443	00:25:51.680	00:25:54.070	25636	25689
444	00:25:54.080	00:25:56.360	25690	25741
445	00:25:56.370	00:26:00.190	25742	25815
446	00:26:00.200	00:26:02.170	25816	25869
447	00:26:02.180	00:26:05.340	25870	25933
448	00:26:05.350	00:26:09.270	25934	25996
449	00:26:09.280	00:26:13.510	25997	26074
450	00:26:13.520	00:26:16.020	26075	26132
451	00:26:16.030	00:26:20.930	26133	26197
452	00:26:20.940	00:26:25.020	26198	26247
453	00:26:25.030	00:26:29.570	26248	26312
454	00:26:29.580	00:26:35.660	26313	26378
455	00:26:35.670	00:26:38.090	26379	26428
456	00:26:38.100	00:26:42.280	26429	26487
457	00:26:42.290	00:26:46.440	26488	26542
458	00:26:46.450	00:26:49.840	26543	26599
459	00:26:49.850	00:26:54.310	26600	26676
460	00:26:54.320	00:26:56.960	26677	26729
461	00:26:56.970	00:27:00.480	26730	26778
462	00:27:00.490	00:27:04.850	26779	26837
463	00:27:04.860	00:27:09.400	26838	26894
464	00:27:09.410	00:27:14.410	26895	26963
465	00:27:14.420	00:27:18.690	26964	27018
466	00:27:18.700	00:27:21.690	27019	27074
467	00:27:21.700	00:27:24.450	27075	27145
468	00:27:24.460	00:27:28.140	27146	27210
469	00:27:28.150	00:27:31.480	27211	27265
470	00:27:31.490	00:27:33.370	27266	27309
471	00:27:33.380	00:27:37.270	27310	27376
472	00:27:37.280	00:27:39.840	27377	27433
473	00:27:39.850	00:27:42.560	27434	27487
474	00:27:42.570	00:27:45.270	27488	27539
475	00:27:45.280	00:27:48.710	27540	27601
476	00:27:48.720	00:27:51.550	27601	27655
477	00:27:51.560	00:27:54.420	27656	27708
478	00:27:54.430	00:27:56.490	27709	27771
479	00:27:56.500	00:27:59.080	27772	27827
480	00:27:59.090	00:28:01.670	27828	27886
481	00:28:01.680	00:28:04.000	27887	27959
482	00:28:04.010	00:28:05.710	27960	28015
483	00:28:05.720	00:29:32.259	28016	28047
